Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,TrainingSuccess,CostPerTrainingDay,OverallSatisfactionIndex
2671,2022-07-18,Area Sales Manager,WBL,Active,Part-Time,Zone C,Temporary,Sales,Field Operations,1944-06-23,MA,Male,Asian,Widowed,Fully Meets,5,2023-12-02,1,2,5,2023-01-14,Project Management,Internal,Passed,4,425.59,78,1,103.80243902439025,2.6666666666666665
2672,2020-04-09,Area Sales Manager,NEL,Active,Contract,Zone A,Full-Time,Sales,Fielders,1999-07-23,AZ,Male,Asian,Married,Fully Meets,1,2023-04-06,5,2,2,2023-07-18,Project Management,Internal,Incomplete,2,118.43,21,0,56.3952380952381,3.0
2673,2022-01-07,Area Sales Manager,PL,Active,Full-Time,Zone B,Full-Time,Sales,Splicing,1999-07-19,AZ,Male,Other,Single,Fully Meets,4,2022-10-13,5,1,1,2023-05-11,Customer Service,Internal,Incomplete,2,281.27,23,0,133.93809523809523,2.3333333333333335
2674,2022-07-15,Area Sales Manager,BPC,Active,Part-Time,Zone A,Part-Time,Sales,Fielders,1968-12-16,AZ,Male,White,Widowed,Fully Meets,1,2022-06-11,1,1,4,2023-04-05,Customer Service,External,Incomplete,5,283.65,54,0,55.61764705882353,2.0
2675,2020-11-29,Area Sales Manager,CCDR,Active,Part-Time,Zone C,Part-Time,Sales,Engineers,1946-07-06,AL,Male,Hispanic,Divorced,Fully Meets,5,2023-01-30,2,4,4,2022-10-07,Customer Service,Internal,Completed,3,475.75,74,1,153.46774193548387,3.3333333333333335
2676,2019-03-20,Area Sales Manager,SVG,Active,Part-Time,Zone C,Part-Time,Sales,Engineers,1972-01-08,AL,Male,Asian,Single,Fully Meets,2,2022-10-16,4,3,4,2022-10-11,Leadership Development,External,Failed,3,188.07,47,0,60.66774193548387,3.6666666666666665
2677,2019-03-16,Area Sales Manager,EW,Active,Contract,Zone B,Full-Time,Sales,Splicing,1990-10-13,TN,Male,Hispanic,Divorced,Fully Meets,1,2022-11-29,2,1,5,2022-12-30,Technical Skills,External,Incomplete,4,843.69,29,0,205.77804878048784,2.6666666666666665
2678,2021-05-30,Area Sales Manager,MSC,Active,Full-Time,Zone C,Part-Time,Sales,Field Operations,1966-01-05,ID,Male,White,Single,Fully Meets,5,2023-07-18,5,3,3,2023-04-06,Project Management,External,Failed,3,166.28,55,0,53.63870967741936,3.6666666666666665
2679,2022-11-17,Area Sales Manager,TNS,Active,Contract,Zone A,Part-Time,Sales,General - Con,1951-10-20,ID,Male,Hispanic,Divorced,Fully Meets,5,2023-02-02,4,4,1,2022-08-17,Communication Skills,External,Completed,2,119.62,71,1,56.96190476190476,3.0
2680,2020-12-25,Area Sales Manager,PYZ,Active,Contract,Zone A,Full-Time,Sales,Billable Consultants,1948-01-24,ID,Male,Black,Single,Fully Meets,2,2022-08-31,1,4,4,2023-05-11,Customer Service,Internal,Failed,2,400.81,72,0,190.86190476190475,3.0
2681,2020-06-16,Area Sales Manager,WBL,Active,Part-Time,Zone C,Full-Time,Sales,Field Operations,1984-04-02,ID,Male,Black,Married,Fully Meets,1,2023-07-22,3,3,3,2023-01-26,Leadership Development,Internal,Completed,1,318.38,36,1,289.4363636363636,3.0
2682,2020-07-28,Area Sales Manager,NEL,Active,Contract,Zone A,Temporary,Sales,Field Operations,1976-05-06,NY,Male,Asian,Widowed,Fully Meets,2,2022-02-11,1,2,2,2023-05-05,Communication Skills,External,Failed,3,238.12,44,0,76.81290322580645,1.6666666666666667
2683,2021-12-31,Area Sales Manager,PL,Active,Contract,Zone A,Temporary,Sales,General - Con,1952-10-14,WA,Female,Other,Divorced,Fully Meets,4,2022-12-23,3,4,2,2022-08-26,Technical Skills,External,Passed,2,412.34,69,1,196.35238095238094,3.0
2684,2022-02-07,Administrative Assistant,BPC,Active,Full-Time,Zone C,Part-Time,Sales,General - Sga,1983-07-10,MA,Female,White,Widowed,Fully Meets,5,2022-09-14,3,4,2,2023-01-23,Communication Skills,Internal,Passed,5,776.58,39,1,152.27058823529413,3.0
2685,2021-11-23,Administrative Assistant,CCDR,Active,Full-Time,Zone B,Temporary,Sales,General - Sga,1964-08-08,MA,Female,Black,Divorced,Fully Meets,2,2023-09-07,3,1,1,2023-02-07,Project Management,External,Passed,4,231.34,57,1,56.424390243902444,1.6666666666666667
2686,2021-08-15,Area Sales Manager,PYZ,Active,Contract,Zone C,Part-Time,Sales,Project Management - Con,1955-09-05,MA,Male,Other,Single,Fully Meets,4,2023-01-23,5,3,4,2022-11-12,Project Management,External,Completed,1,278.7,66,1,253.36363636363635,4.0
2687,2021-06-21,Area Sales Manager,WBL,Active,Part-Time,Zone A,Full-Time,Sales,Engineers,1945-03-16,AZ,Male,White,Single,Fully Meets,2,2023-02-20,4,5,5,2023-07-20,Technical Skills,External,Incomplete,1,272.22,76,0,247.47272727272727,4.666666666666667
2688,2021-02-13,Area Sales Manager,NEL,Active,Contract,Zone B,Full-Time,Sales,Engineers,1967-09-02,AZ,Male,Black,Married,Fully Meets,1,2022-11-21,2,3,3,2022-11-18,Customer Service,External,Completed,2,638.6,54,1,304.0952380952381,2.6666666666666665
2689,2020-12-28,Area Sales Manager,PL,Active,Part-Time,Zone C,Part-Time,Sales,Wireline Construction,1954-09-05,AZ,Male,Other,Single,Fully Meets,1,2022-06-10,2,1,1,2023-07-12,Project Management,External,Passed,1,812.6,66,1,738.7272727272726,1.3333333333333333
2690,2022-04-12,Area Sales Manager,BPC,Active,Part-Time,Zone B,Part-Time,Sales,Project Management - Con,1997-04-14,AZ,Male,Black,Married,Fully Meets,4,2022-10-29,1,3,2,2023-02-23,Technical Skills,External,Completed,1,134.11,25,1,121.91818181818182,2.0
2691,2019-01-02,Area Sales Manager,CCDR,Active,Part-Time,Zone C,Full-Time,Sales,General - Sga,1972-11-29,AL,Male,Black,Widowed,Fully Meets,1,2022-12-21,4,1,1,2022-12-29,Project Management,External,Failed,3,934.3,47,0,301.38709677419354,2.0
2692,2020-08-01,Area Sales Manager,SVG,Active,Full-Time,Zone A,Full-Time,Sales,Underground,1997-11-22,TN,Male,White,Widowed,Fully Meets,4,2023-04-05,4,5,2,2023-05-30,Communication Skills,External,Completed,1,614.11,23,1,558.2818181818182,3.6666666666666665
2693,2020-10-14,Area Sales Manager,EW,Active,Part-Time,Zone C,Temporary,Sales,General - Sga,1987-09-26,TN,Male,White,Married,Fully Meets,4,2022-06-11,2,5,2,2023-05-16,Project Management,External,Failed,2,175.75,33,0,83.69047619047619,3.0
2694,2023-05-26,Area Sales Manager,MSC,Active,Full-Time,Zone C,Full-Time,Sales,Engineers,1980-12-15,ID,Male,Black,Widowed,Fully Meets,4,2022-12-29,3,4,4,2022-08-08,Customer Service,External,Failed,2,167.34,43,0,79.68571428571428,3.6666666666666665
2695,2021-08-26,Area Sales Manager,TNS,Active,Full-Time,Zone A,Temporary,Sales,Underground,1960-10-24,ID,Male,Other,Married,Fully Meets,2,2022-04-12,5,2,3,2023-01-25,Customer Service,External,Passed,2,123.83,61,1,58.96666666666666,3.3333333333333335
2696,2022-11-20,Area Sales Manager,PYZ,Active,Contract,Zone A,Temporary,Sales,Project Management - Con,1953-09-03,ID,Male,Other,Married,Fully Meets,4,2023-05-13,3,1,3,2023-03-29,Technical Skills,External,Incomplete,2,932.48,69,0,444.03809523809525,2.3333333333333335
2697,2020-02-22,Area Sales Manager,WBL,Active,Full-Time,Zone A,Full-Time,Sales,Splicing,1964-08-02,NY,Male,White,Married,Fully Meets,1,2023-05-30,1,5,3,2023-02-19,Project Management,Internal,Completed,4,714.81,56,1,174.3439024390244,3.0
2698,2021-04-04,Area Sales Manager,NEL,Active,Contract,Zone B,Full-Time,Sales,Field Operations,1969-01-02,NY,Male,Hispanic,Single,Fully Meets,4,2023-05-24,5,4,5,2022-12-12,Project Management,Internal,Incomplete,3,152.78,52,0,49.28387096774193,4.666666666666667
2699,2023-08-05,Area Sales Manager,PL,Active,Contract,Zone C,Temporary,Sales,Engineers,1985-08-24,WA,Female,Other,Married,Fully Meets,5,2022-07-12,1,1,5,2023-01-31,Technical Skills,External,Incomplete,2,717.16,38,0,341.5047619047619,2.3333333333333335
2700,2023-01-10,Administrative Assistant,BPC,Active,Full-Time,Zone B,Temporary,Sales,Project Management - Con,1992-01-09,MA,Female,Other,Single,Fully Meets,4,2023-01-17,3,5,1,2023-06-29,Technical Skills,External,Failed,1,272.59,31,0,247.80909090909086,3.0
2701,2019-04-19,Administrative Assistant,CCDR,Active,Contract,Zone A,Full-Time,Sales,Field Operations,1959-06-09,MA,Female,Black,Married,Fully Meets,5,2023-07-20,5,5,3,2023-04-20,Leadership Development,External,Incomplete,5,155.14,60,0,30.419607843137253,4.333333333333333
2702,2019-10-02,Area Sales Manager,BPC,Active,Contract,Zone B,Full-Time,Sales,Aerial,1962-09-18,MA,Male,Asian,Married,Fully Meets,2,2023-12-04,5,1,2,2022-09-05,Communication Skills,Internal,Completed,1,328.74,57,1,298.8545454545454,2.6666666666666665
2703,2018-11-14,Area Sales Manager,CCDR,Active,Full-Time,Zone A,Part-Time,Sales,General - Con,1986-07-04,AZ,Male,Other,Single,Fully Meets,5,2023-05-27,1,5,4,2023-03-31,Leadership Development,Internal,Passed,2,775.58,32,1,369.32380952380953,3.3333333333333335
2704,2020-01-27,Area Sales Manager,EW,Active,Part-Time,Zone A,Full-Time,Sales,Field Operations,1998-07-30,AZ,Male,Black,Widowed,Fully Meets,4,2022-09-14,2,4,4,2022-12-10,Leadership Development,Internal,Incomplete,2,499.97,22,0,238.0809523809524,3.3333333333333335
2705,2018-11-04,Area Sales Manager,MSC,Active,Full-Time,Zone B,Temporary,Sales,General - Con,2000-10-24,AZ,Female,Hispanic,Divorced,Fully Meets,2,2023-08-07,3,2,2,2023-05-24,Communication Skills,External,Incomplete,1,826.31,18,0,751.190909090909,2.3333333333333335
2706,2018-12-13,Area Sales Manager,NEL,Active,Part-Time,Zone A,Part-Time,Sales,Field Operations,1975-09-24,NC,Male,Asian,Widowed,Fully Meets,2,2022-12-18,3,2,5,2023-03-28,Leadership Development,Internal,Failed,5,258.38,43,0,50.66274509803922,3.3333333333333335
2707,2022-11-28,Area Sales Manager,PL,Active,Full-Time,Zone B,Part-Time,Sales,General - Con,1992-08-20,AL,Male,White,Married,Fully Meets,4,2023-01-28,1,2,1,2022-11-16,Customer Service,External,Incomplete,3,412.09,30,0,132.9322580645161,1.3333333333333333
2708,2022-06-08,Area Sales Manager,PYZ,Active,Full-Time,Zone C,Part-Time,Sales,General - Con,1965-07-31,TN,Male,Asian,Married,Fully Meets,2,2023-01-15,1,3,5,2022-12-04,Leadership Development,Internal,Failed,5,294.23,57,0,57.69215686274511,3.0
2709,2022-04-03,Area Sales Manager,SVG,Active,Full-Time,Zone A,Full-Time,Sales,Field Operations,1985-01-28,ID,Male,Asian,Married,Fully Meets,2,2022-08-28,1,2,2,2022-10-15,Technical Skills,Internal,Failed,2,415.45,37,0,197.83333333333331,1.6666666666666667
2710,2022-02-28,Area Sales Manager,TNS,Active,Part-Time,Zone C,Full-Time,Sales,Field Operations,1994-04-14,ID,Male,Black,Single,Fully Meets,5,2022-12-08,4,2,3,2023-07-20,Customer Service,Internal,Failed,5,807.71,28,0,158.3745098039216,3.0
2711,2021-08-19,Area Sales Manager,WBL,Active,Contract,Zone C,Temporary,Sales,Field Operations,1973-09-06,ID,Male,Black,Divorced,Fully Meets,2,2023-07-02,4,2,5,2022-09-13,Leadership Development,Internal,Completed,1,408.39,48,1,371.2636363636363,3.6666666666666665
2712,2018-08-19,Area Sales Manager,PYZ,Active,Full-Time,Zone A,Full-Time,Sales,General - Con,1992-08-07,NY,Male,Other,Married,Fully Meets,1,2023-06-24,3,2,5,2023-01-30,Communication Skills,External,Passed,1,741.6,26,1,674.1818181818181,3.3333333333333335
2713,2019-10-15,Area Sales Manager,WBL,Active,Full-Time,Zone A,Full-Time,Sales,Aerial,1997-09-02,NY,Male,Black,Married,Fully Meets,5,2022-12-22,5,2,4,2023-04-09,Technical Skills,External,Completed,3,193.48,22,1,62.412903225806446,3.6666666666666665
2714,2023-02-23,Area Sales Manager,NEL,Active,Part-Time,Zone C,Temporary,Sales,Field Operations,1972-11-07,WA,Male,Asian,Widowed,Fully Meets,1,2022-10-20,3,1,3,2023-01-08,Technical Skills,Internal,Incomplete,5,831.09,51,0,162.95882352941177,2.3333333333333335
2715,2023-02-01,Area Sales Manager,PL,Active,Full-Time,Zone B,Temporary,Sales,Field Operations,1995-08-18,WA,Female,Asian,Divorced,Fully Meets,4,2023-11-01,3,5,1,2022-10-14,Customer Service,External,Completed,5,573.56,28,1,112.4627450980392,3.0
2716,2023-05-07,Administrative Assistant,BPC,Active,Contract,Zone A,Temporary,Sales,Executive,1969-12-21,MA,Female,Asian,Widowed,Fully Meets,2,2022-09-28,3,2,2,2023-01-16,Leadership Development,Internal,Completed,4,247.11,54,1,60.27073170731708,2.3333333333333335
2717,2020-05-26,Area Sales Manager,PYZ,Active,Full-Time,Zone A,Temporary,Sales,Field Operations,1995-05-11,MA,Male,Black,Divorced,Fully Meets,1,2023-07-25,1,1,2,2023-03-25,Communication Skills,Internal,Passed,5,866.13,25,1,169.8294117647059,1.3333333333333333
2718,2022-02-09,Area Sales Manager,WBL,Active,Part-Time,Zone A,Part-Time,Sales,Aerial,1999-01-26,AZ,Male,Other,Married,Fully Meets,5,2023-01-06,3,5,5,2022-11-13,Project Management,Internal,Incomplete,5,760.24,23,0,149.0666666666667,4.333333333333333
2719,2022-06-20,Area Sales Manager,NEL,Active,Contract,Zone C,Temporary,Sales,Finance & Accounting,1996-11-02,AZ,Male,Hispanic,Divorced,Fully Meets,4,2022-09-11,5,5,5,2023-07-25,Leadership Development,Internal,Passed,5,992.93,26,1,194.6921568627451,5.0
2720,2022-01-08,Area Sales Manager,PL,Active,Contract,Zone A,Temporary,Sales,Field Operations,1994-08-13,NC,Female,Asian,Widowed,Fully Meets,4,2022-12-12,3,3,2,2023-05-09,Customer Service,External,Failed,2,960.4,28,0,457.3333333333333,2.6666666666666665
2721,2020-03-01,Area Sales Manager,BPC,Active,Full-Time,Zone A,Full-Time,Sales,Shop (Fleet),1981-11-15,NC,Male,Hispanic,Married,Fully Meets,4,2023-03-26,1,4,3,2022-10-19,Project Management,Internal,Incomplete,4,173.54,39,0,42.326829268292684,2.6666666666666665
2722,2020-10-05,Area Sales Manager,CCDR,Active,Contract,Zone C,Temporary,Sales,General - Con,1979-02-12,AL,Male,White,Single,Fully Meets,2,2022-12-18,3,4,2,2023-07-17,Leadership Development,External,Passed,1,334.08,41,1,303.7090909090909,3.0
2723,2021-05-12,Area Sales Manager,SVG,Active,Part-Time,Zone C,Temporary,Sales,Field Operations,1975-03-17,TN,Male,White,Widowed,Fully Meets,2,2023-01-31,3,1,5,2023-07-22,Leadership Development,External,Incomplete,3,763.23,46,0,246.2032258064516,3.0
2724,2023-01-01,Area Sales Manager,EW,Active,Part-Time,Zone B,Temporary,Sales,Catv,1943-01-15,ID,Male,Other,Divorced,Fully Meets,1,2023-01-01,5,3,4,2023-06-03,Leadership Development,External,Completed,2,611.51,80,1,291.1952380952381,4.0
2725,2019-11-18,Area Sales Manager,MSC,Active,Contract,Zone B,Full-Time,Sales,Field Operations,1969-07-21,ID,Male,White,Single,Fully Meets,4,2023-01-30,4,1,5,2022-12-29,Technical Skills,Internal,Incomplete,2,354.21,50,0,168.67142857142855,3.3333333333333335
2726,2021-05-12,Area Sales Manager,TNS,Active,Contract,Zone B,Full-Time,Sales,Wireline Construction,1971-02-23,NY,Male,Asian,Single,Fully Meets,2,2023-07-29,2,4,2,2023-01-16,Customer Service,External,Passed,3,502.39,50,1,162.06129032258065,2.6666666666666665
2727,2020-02-14,Area Sales Manager,PYZ,Active,Contract,Zone C,Full-Time,Sales,General - Con,1984-12-10,NY,Male,White,Divorced,Fully Meets,5,2023-06-17,1,3,3,2022-12-31,Communication Skills,Internal,Incomplete,2,687.99,36,0,327.6142857142857,2.3333333333333335
2728,2020-05-08,Area Sales Manager,WBL,Active,Full-Time,Zone B,Full-Time,Sales,Splicing,1956-07-09,WA,Male,Hispanic,Single,Fully Meets,2,2022-03-12,3,2,1,2023-01-27,Project Management,Internal,Completed,5,877.47,64,1,172.0529411764706,2.0
2729,2018-12-10,Area Sales Manager,NEL,Active,Part-Time,Zone B,Full-Time,Sales,Engineers,1948-10-03,WA,Female,Hispanic,Divorced,Fully Meets,2,2023-02-24,3,5,1,2023-07-06,Leadership Development,External,Passed,2,700.04,70,1,333.35238095238094,3.0
2730,2021-12-08,Area Sales Manager,PL,Active,Contract,Zone B,Part-Time,Sales,Underground,1967-07-28,VT,Female,Hispanic,Single,Fully Meets,2,2022-09-16,2,3,4,2023-05-20,Project Management,External,Incomplete,5,486.43,54,0,95.37843137254903,3.0
2731,2019-01-31,Administrative Assistant,BPC,Active,Part-Time,Zone C,Full-Time,Sales,General - Con,1949-12-30,MA,Female,Other,Married,Fully Meets,1,2023-04-26,2,3,2,2023-04-20,Technical Skills,Internal,Failed,1,897.96,70,0,816.3272727272727,2.3333333333333335
2732,2022-08-31,Area Sales Manager,PYZ,Active,Contract,Zone A,Full-Time,Sales,Shop (Fleet),1989-07-04,ME,Male,Black,Single,Fully Meets,2,2022-04-11,1,5,3,2023-02-23,Customer Service,Internal,Completed,3,147.28,33,1,47.50967741935484,3.0
2733,2022-02-01,Area Sales Manager,WBL,Active,Contract,Zone A,Temporary,Sales,General - Sga,1996-05-01,AZ,Male,Black,Single,Fully Meets,5,2023-03-04,3,4,1,2023-02-12,Leadership Development,Internal,Completed,5,612.96,26,1,120.18823529411766,2.6666666666666665
2734,2020-12-02,Area Sales Manager,NEL,Active,Contract,Zone C,Part-Time,Sales,General - Con,1948-03-12,AZ,Female,Black,Married,Fully Meets,4,2023-05-14,2,2,3,2023-02-22,Communication Skills,External,Completed,5,953.92,72,1,187.04313725490198,2.3333333333333335
2735,2020-10-16,Area Sales Manager,PL,Active,Contract,Zone B,Part-Time,Sales,Field Operations,2001-10-04,NC,Female,Asian,Single,Fully Meets,2,2023-02-06,5,1,2,2022-11-12,Leadership Development,External,Incomplete,1,519.23,19,0,472.0272727272727,2.6666666666666665
2736,2020-05-27,Area Sales Manager,BPC,Active,Contract,Zone A,Full-Time,Sales,General - Con,1963-02-13,AL,Male,Other,Married,Fully Meets,5,2022-11-26,4,2,2,2023-03-05,Technical Skills,Internal,Passed,1,297.94,57,1,270.8545454545454,2.6666666666666665
2737,2021-08-20,Area Sales Manager,CCDR,Active,Full-Time,Zone C,Temporary,Sales,General - Con,1972-05-26,UT,Male,Black,Married,Fully Meets,4,2022-09-20,5,5,3,2023-04-18,Communication Skills,Internal,Failed,5,317.55,49,0,62.26470588235295,4.333333333333333
2738,2019-02-07,Area Sales Manager,SVG,Active,Full-Time,Zone C,Full-Time,Sales,Field Operations,1957-09-23,TN,Male,Hispanic,Married,Fully Meets,5,2023-03-16,4,3,1,2022-10-01,Communication Skills,Internal,Incomplete,5,880.42,62,0,172.6313725490196,2.6666666666666665
2739,2021-02-18,Area Sales Manager,EW,Active,Contract,Zone A,Part-Time,Sales,General - Con,1944-09-21,ID,Male,Black,Single,Fully Meets,4,2023-06-26,1,2,5,2022-08-21,Customer Service,Internal,Completed,1,457.71,77,1,416.09999999999997,2.6666666666666665
2740,2022-12-02,Area Sales Manager,MSC,Active,Full-Time,Zone B,Part-Time,Sales,General - Sga,1983-09-25,ID,Male,Black,Single,Fully Meets,1,2023-06-06,2,5,1,2023-05-17,Communication Skills,Internal,Completed,3,200.27,39,1,64.60322580645162,2.6666666666666665
2741,2021-07-29,Area Sales Manager,TNS,Active,Full-Time,Zone A,Part-Time,Sales,Wireline Construction,1974-10-27,NY,Male,Asian,Divorced,Fully Meets,4,2022-09-10,4,3,1,2022-09-26,Technical Skills,External,Failed,5,573.08,47,0,112.36862745098041,2.6666666666666665
2742,2022-04-23,Area Sales Manager,PYZ,Active,Full-Time,Zone B,Full-Time,Sales,Field Operations,1991-09-10,NH,Male,Asian,Married,Fully Meets,2,2022-11-25,5,3,4,2022-09-05,Communication Skills,Internal,Incomplete,4,785.39,31,0,191.55853658536586,4.0
2743,2021-07-31,Area Sales Manager,WBL,Active,Full-Time,Zone B,Temporary,Sales,Field Operations,1982-01-28,WA,Male,Black,Married,Fully Meets,4,2022-08-31,3,2,5,2023-04-20,Technical Skills,Internal,Failed,3,437.36,39,0,141.08387096774194,3.3333333333333335
2744,2020-06-12,Area Sales Manager,NEL,Active,Contract,Zone C,Full-Time,Sales,Field Operations,1954-07-21,VT,Female,Asian,Married,Fully Meets,4,2023-06-25,2,4,2,2022-10-29,Technical Skills,External,Incomplete,5,955.17,66,0,187.28823529411764,2.6666666666666665
2745,2019-01-25,Area Sales Manager,PL,Active,Contract,Zone B,Part-Time,Sales,Executive,2001-04-29,VA,Female,Hispanic,Divorced,Fully Meets,5,2023-01-13,1,2,2,2022-10-12,Technical Skills,Internal,Failed,3,542.56,18,0,175.01935483870966,1.6666666666666667
2746,2020-10-24,Administrative Assistant,BPC,Terminated,Full-Time,Zone A,Full-Time,Sales,Project Management - Con,1977-05-17,MA,Female,Hispanic,Widowed,Fully Meets,5,2023-07-13,4,4,5,2023-02-12,Project Management,External,Incomplete,5,399.23,43,0,78.28039215686276,4.333333333333333
2747,2018-08-18,Production Technician I,SVG,Active,Part-Time,Zone B,Part-Time,Production,General - Con,1960-11-23,MA,Female,Hispanic,Married,Fully Meets,4,2023-05-13,3,1,5,2022-10-15,Technical Skills,External,Failed,2,677.74,58,0,322.73333333333335,3.0
2748,2022-07-11,Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Production,General - Sga,1964-06-15,MA,Female,Hispanic,Widowed,Fully Meets,1,2023-04-08,5,2,5,2023-01-14,Project Management,External,Completed,2,301.42,58,1,143.53333333333333,4.0
2749,2018-11-15,Production Technician I,BPC,Terminated,Full-Time,Zone B,Part-Time,Production,Technology / It,1949-08-04,MA,Female,Black,Widowed,Fully Meets,5,2023-06-24,5,3,4,2022-11-19,Customer Service,External,Failed,5,149.65,69,0,29.343137254901965,4.0
2750,2022-06-04,Production Technician II,TNS,Active,Full-Time,Zone B,Full-Time,Production,Field Operations,1949-03-04,MA,Male,Asian,Divorced,Fully Meets,4,2023-11-07,3,4,4,2023-02-27,Customer Service,Internal,Passed,1,462.45,73,1,420.4090909090909,3.6666666666666665
2752,2022-10-21,Production Technician I,TNS,Active,Part-Time,Zone A,Temporary,Production,General - Con,1976-05-28,MA,Male,Hispanic,Divorced,Fully Meets,4,2023-07-05,3,5,1,2022-12-06,Customer Service,Internal,Incomplete,5,450.64,46,0,88.36078431372549,3.0
2753,2023-01-13,Production Technician I,CCDR,Active,Contract,Zone B,Part-Time,Production,Field Operations,1984-11-06,MA,Female,Black,Widowed,Fully Meets,4,2023-05-05,3,1,4,2022-10-18,Communication Skills,Internal,Completed,1,437.7,39,1,397.9090909090909,2.6666666666666665
2754,2020-04-05,Production Technician I,SVG,Active,Full-Time,Zone C,Full-Time,Production,Engineers,1977-05-05,MA,Male,Other,Married,Fully Meets,2,2023-02-14,1,5,1,2023-04-04,Project Management,Internal,Failed,1,823.08,43,0,748.2545454545455,2.3333333333333335
2755,2022-05-26,Production Technician I,EW,Active,Contract,Zone B,Temporary,Production,General - Con,1955-11-20,MA,Male,Other,Single,Fully Meets,2,2022-12-15,5,5,4,2022-12-21,Technical Skills,Internal,Completed,4,118.68,67,1,28.946341463414637,4.666666666666667
2756,2021-05-05,Production Technician II,TNS,Active,Part-Time,Zone A,Part-Time,Production,Field Operations,1986-07-21,MA,Male,White,Divorced,Fully Meets,2,2022-10-30,1,3,1,2023-04-04,Communication Skills,External,Completed,5,120.79,35,1,23.6843137254902,1.6666666666666667
2758,2018-12-20,Production Technician I,TNS,Terminated,Part-Time,Zone A,Full-Time,Production,Wireline Construction,1946-12-02,MA,Male,Other,Divorced,Fully Meets,2,2023-02-15,1,3,1,2023-05-17,Technical Skills,External,Incomplete,4,100.17,72,0,24.431707317073172,1.6666666666666667
2759,2018-08-26,Production Technician I,PYZ,Active,Full-Time,Zone B,Full-Time,Production,Aerial,1989-04-05,MA,Male,White,Divorced,Fully Meets,2,2022-06-11,3,1,3,2023-06-30,Project Management,Internal,Incomplete,1,662.8,29,0,602.5454545454545,2.3333333333333335
2760,2020-12-06,Production Technician II,BPC,Active,Part-Time,Zone B,Temporary,Production,Fielders,1969-07-20,MA,Male,Other,Single,Fully Meets,2,2022-09-26,2,1,4,2023-05-03,Leadership Development,Internal,Completed,3,287.59,51,1,92.77096774193548,2.3333333333333335
2761,2021-12-13,Production Technician I,EW,Active,Contract,Zone C,Temporary,Production,Wireline Construction,1997-07-02,MA,Female,Asian,Married,Fully Meets,4,2023-02-15,1,4,3,2022-11-26,Project Management,External,Incomplete,4,653.32,24,0,159.34634146341466,2.6666666666666665
2762,2021-06-27,Production Technician II,CCDR,Terminated,Part-Time,Zone A,Temporary,Production,Field Operations,1944-09-12,MA,Female,Asian,Single,Fully Meets,4,2023-08-01,3,1,2,2023-04-26,Leadership Development,Internal,Failed,3,254.85,77,0,82.20967741935483,2.0
2763,2019-10-19,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production,Field Operations,1991-05-18,MA,Female,Hispanic,Single,Fully Meets,2,2022-05-08,4,2,4,2022-11-24,Technical Skills,External,Completed,4,430.35,28,1,104.96341463414636,3.3333333333333335
2764,2022-11-26,Production Technician I,WBL,Active,Part-Time,Zone C,Full-Time,Production,Engineers,1993-03-24,MA,Male,Black,Single,Fully Meets,2,2022-10-22,2,4,3,2023-06-14,Communication Skills,External,Incomplete,5,755.77,29,0,148.19019607843137,3.0
2765,2019-08-19,Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Production,Wireline Construction,1967-09-07,MA,Male,Black,Widowed,Fully Meets,4,2023-05-01,3,1,3,2023-03-30,Customer Service,Internal,Incomplete,2,529.91,52,0,252.3380952380952,2.3333333333333335
2766,2018-08-22,Production Technician II,EW,Terminated,Part-Time,Zone A,Full-Time,Production,Engineers,1957-06-28,MA,Female,Hispanic,Married,Fully Meets,2,2022-09-22,3,5,5,2023-03-25,Technical Skills,External,Completed,1,440.14,61,1,400.12727272727267,4.333333333333333
2767,2022-05-04,Production Technician I,BPC,Active,Full-Time,Zone A,Full-Time,Production,Field Operations,1949-01-15,MA,Female,Asian,Divorced,Fully Meets,2,2022-12-14,3,3,4,2023-01-21,Customer Service,Internal,Passed,2,972.3,73,1,462.99999999999994,3.3333333333333335
2768,2022-06-12,Production Technician I,WBL,Active,Part-Time,Zone B,Temporary,Production,Underground,1981-02-20,MA,Male,Asian,Married,Fully Meets,2,2022-08-20,2,1,5,2022-10-24,Project Management,Internal,Incomplete,5,176.6,41,0,34.627450980392155,2.6666666666666665
2769,2018-11-08,Production Technician I,NEL,Active,Contract,Zone A,Part-Time,Production,Aerial,1950-08-31,MA,Male,Other,Widowed,Fully Meets,4,2022-07-08,3,1,3,2023-07-17,Project Management,Internal,Completed,1,747.74,68,1,679.7636363636364,2.3333333333333335
2770,2021-07-05,Production Technician I,PL,Active,Part-Time,Zone A,Part-Time,Production,Field Operations,1945-11-19,MA,Male,Black,Divorced,Fully Meets,5,2023-02-25,1,2,3,2023-07-07,Customer Service,External,Passed,5,451.03,76,1,88.43725490196078,2.0
